utt_id,Real,Azure,Raw prediction,LoRA prediction,LoRA+Prompt prediction,WER__Azure,S__Azure,D__Azure,I__Azure,Subs__Azure,Dels__Azure,Ins__Azure,WER__Raw prediction,S__Raw prediction,D__Raw prediction,I__Raw prediction,Subs__Raw prediction,Dels__Raw prediction,Ins__Raw prediction,WER__LoRA prediction,S__LoRA prediction,D__LoRA prediction,I__LoRA prediction,Subs__LoRA prediction,Dels__LoRA prediction,Ins__LoRA prediction,WER__LoRA+Prompt prediction,S__LoRA+Prompt prediction,D__LoRA+Prompt prediction,I__LoRA+Prompt prediction,Subs__LoRA+Prompt prediction,Dels__LoRA+Prompt prediction,Ins__LoRA+Prompt prediction,delta_WER__Large_v3_stage,comparison__Large_v3_stage,delta_WER__Prompt_stage,comparison__Prompt_stage,delta_WER__Azure_to_LoRA,comparison__Azure_to_LoRA,delta_WER__Azure_to_Final,comparison__Azure_to_Final
04-09,Direct AB18R,Direct a beam 18 Wright.,derek a beam 18 right,direct ab18r,direct beam 18r,2.0,1,0,3,ab18r->wright,,a | beam | 18,2.5,2,0,3,direct->18 | ab18r->right,,derek | a | beam,0.0,0,0,0,,,,1.0,1,0,1,ab18r->18r,,beam,0.5,Worsen,1.0,Worsen,-2.0,Improvement,-1.0,Improvement
04-10,6000 feet checked.,6000 feet checked.,6 000 feet checked,6 000 feet checked,6000 feet checked,0.0,0,0,0,,,,0.6666666666666666,1,0,1,6000->000,,6,0.6666666666666666,1,0,1,6000->000,,6,0.0,0,0,0,,,,0.6666666666666666,Worsen,-0.6666666666666666,Improvement,0.6666666666666666,Worsen,0.0,Same
04-11,Speed check. Flaps 30.,Speed check. Flap 30.,speed check flips 30,speed check flaps 30,speed check flaps 30,0.25,1,0,0,flaps->flap,,,0.25,1,0,0,flaps->flips,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,-0.25,Improvement,-0.25,Improvement
04-12,Flaps at 30,Put up set 30.,flaps at 30,flaps at 30,flaps at 30,1.0,2,0,1,flaps->up | at->set,,put,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-1.0,Improvement,0.0,Same,-1.0,Improvement,-1.0,Improvement
04-13,Roger landing checklist below the line. landing gear.,Roger lending checklist below the line lending gear.,roger landing checklist below the line landing gear,roger landing checklist below the line landing gear,roger landing checklist below the line landing gear,0.25,2,0,0,landing->lending | landing->lending,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.25,Improvement,0.0,Same,-0.25,Improvement,-0.25,Improvement
04-14,Speedbrake.,Speed brake.,speed break,speed break,speedbrake,2.0,1,0,1,speedbrake->brake,,speed,2.0,1,0,1,speedbrake->break,,speed,2.0,1,0,1,speedbrake->break,,speed,0.0,0,0,0,,,,0.0,Same,-2.0,Improvement,0.0,Same,-2.0,Improvement
04-15,Speedbrake.,Speed brake.,speed break,speed break,speedbrake,2.0,1,0,1,speedbrake->brake,,speed,2.0,1,0,1,speedbrake->break,,speed,2.0,1,0,1,speedbrake->break,,speed,0.0,0,0,0,,,,0.0,Same,-2.0,Improvement,0.0,Same,-2.0,Improvement
04-16,Flaps.,Flaps.,flips,flaps,flaps,0.0,0,0,0,,,,1.0,1,0,0,flaps->flips,,,0.0,0,0,0,,,,0.0,0,0,0,,,,1.0,Worsen,0.0,Same,0.0,Same,0.0,Same
04-17,30 green lights Exterior lights are on.,30 green lights Exterior lights are on.,30 green lights exterior lights are on,30 green lights x zero lights are on,30 green lights x zero lights are on,0.0,0,0,0,,,,0.0,0,0,0,,,,0.2857142857142857,1,0,1,exterior->zero,,x,0.2857142857142857,1,0,1,exterior->zero,,x,0.0,Same,0.0,Same,0.2857142857142857,Worsen,0.2857142857142857,Worsen
04-18,Check. Obtain Runway 18R Land.,Check. Runway 18 Ritalin. Land.,check obtain runway 18r,check obtained runway 18r lens,check obtain runway 18r lens,0.6,3,0,0,obtain->runway | runway->18 | 18r->ritalin,,,0.2,0,1,0,,land,,0.4,2,0,0,obtain->obtained | land->lens,,,0.2,1,0,0,land->lens,,,-0.39999999999999997,Improvement,-0.2,Improvement,-0.19999999999999996,Improvement,-0.39999999999999997,Improvement
04-19,1000 stabilized.,1000 stabilized.,1 000 stabilized,1000 stabilized,1000 stabilized,0.0,0,0,0,,,,1.0,1,0,1,1000->000,,1,0.0,0,0,0,,,,0.0,0,0,0,,,,1.0,Worsen,0.0,Same,0.0,Same,0.0,Same
04-20,500 feet stabilized.,500 feet stabilized.,500 feet stabilized,500 feet stabilized,500 feet stabilized,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-21,Captain,Captain.,,captain,captain,0.0,0,0,0,,,,1.0,0,1,0,,captain,,0.0,0,0,0,,,,0.0,0,0,0,,,,1.0,Worsen,0.0,Same,0.0,Same,0.0,Same
04-22,"Roger, I have control.","Roger, I have control.",roger i have control,roger i have control,roger i have control,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-23,"Roger, I am ready.","Roger, I am ready.",roger i am ready,roger i am ready,roger i am ready,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-24,Check VS check.,Check VS check.,check vs check,check vs check,check vs check,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-25,"Busan Tower Singapore 616 runway in sight, joining downwind runway 18R.",Busan Tower Singapore 616 runway Insight joining downwind runway 1/8 right?,busan tower singapore 616 runway in sight joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18r,busan tower singapore 616 runway in sight joining downwind runway 18 right,0.45454545454545453,2,1,2,sight->insight | 18r->right,in,1 | 8,0.0,0,0,0,,,,0.0,0,0,0,,,,0.18181818181818182,1,0,1,18r->right,,18,-0.45454545454545453,Improvement,0.18181818181818182,Worsen,-0.45454545454545453,Improvement,-0.2727272727272727,Improvement
04-26,Clear to land Runway 18R. Singapore 616.,"Clear to land runway 1/8 right, Singapore 616.",clear to land runway 18r singapore 616,cleared to land runway 18r singapore 616,cleared to land runway 18r singapore 616,0.42857142857142855,1,0,2,18r->right,,1 | 8,0.0,0,0,0,,,,0.14285714285714285,1,0,0,clear->cleared,,,0.14285714285714285,1,0,0,clear->cleared,,,-0.42857142857142855,Improvement,0.0,Same,-0.2857142857142857,Improvement,-0.2857142857142857,Improvement
04-27,Alt Hold.,Out hold.,out hold,out hold,alt hold,0.5,1,0,0,alt->out,,,0.5,1,0,0,alt->out,,,0.5,1,0,0,alt->out,,,0.0,0,0,0,,,,0.0,Same,-0.5,Improvement,0.0,Same,-0.5,Improvement
04-28,Confirm.,Confirm.,confirm,confirm,confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-29,Route 2 Activated.,Route 2 activated.,route 2 activated,route 2 activated,route 2 activated,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-30,Confirm.,Confirm.,confirm,confirm,confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-31,6000 feet checked.,6000 feet checked.,6000 feet checked,6000 feet checked,6000 feet checked,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-32,Speed check. Flap 30.,Speed check.,speed check flaps 30,speed check flaps 30,speed check flaps 30,0.5,0,2,0,,flap | 30,,0.25,1,0,0,flap->flaps,,,0.25,1,0,0,flap->flaps,,,0.25,1,0,0,flap->flaps,,,-0.25,Improvement,0.0,Same,-0.25,Improvement,-0.25,Improvement
04-33,A Landing checklist below the line.,A landing checklist below the line.,a landing checklist below the line,a landing checklist below the line,a landing checklist below the line,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-34,Speedbrake.,Speed brake.,speed break,speed break,speedbrake,2.0,1,0,1,speedbrake->brake,,speed,2.0,1,0,1,speedbrake->break,,speed,2.0,1,0,1,speedbrake->break,,speed,0.0,0,0,0,,,,0.0,Same,-2.0,Improvement,0.0,Same,-2.0,Improvement
04-35,MCP Speed. Heading Sel. VS.,MCP Speed heading cell VS.,mcp speed heading cell vs,mcp speed heading cell vs,mcp speed heading sel vs,0.2,1,0,0,sel->cell,,,0.2,1,0,0,sel->cell,,,0.2,1,0,0,sel->cell,,,0.0,0,0,0,,,,0.0,Same,-0.2,Improvement,0.0,Same,-0.2,Improvement
04-36,Flaps.,Flaps.,let s,flaps,flaps,0.0,0,0,0,,,,2.0,1,0,1,flaps->s,,let,0.0,0,0,0,,,,0.0,0,0,0,,,,2.0,Worsen,0.0,Same,0.0,Same,0.0,Same
04-37,And exterior lights are on. And landing clearance.,And exterior lights are on. And lending clearance.,and exterior lights are on and landing clearance,and exterior lights are on landing clearance,and exterior lights are on landing clearance,0.125,1,0,0,landing->lending,,,0.0,0,0,0,,,,0.125,0,1,0,,and,,0.125,0,1,0,,and,,-0.125,Improvement,0.0,Same,0.0,Same,0.0,Same
04-38,Obtain runway 18R. Landing checklist complete.,Obtain runway 1/8 right lending check is complete.,obtain runway 18r landing checklist complete,obtained runway 18r landing checklist complete,obtained runway 18r landing checklist complete,1.0,3,0,3,18r->lending | landing->check | checklist->is,,1 | 8 | right,0.0,0,0,0,,,,0.16666666666666666,1,0,0,obtain->obtained,,,0.16666666666666666,1,0,0,obtain->obtained,,,-1.0,Improvement,0.0,Same,-0.8333333333333334,Improvement,-0.8333333333333334,Improvement
04-39,4 whites,4 whites.,4 whites,4 whites,4 whites,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-40,"2 Reds, 2 whites.","Two Reds, 2 whites.",two reds two whites,2 reds 2 whites,2 reds 2 whites,0.25,1,0,0,2->two,,,0.5,2,0,0,2->two | 2->two,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.25,Worsen,0.0,Same,-0.25,Improvement,-0.25,Improvement
04-41,Stabilized.,Stabilized.,stabilized,stabilized,stabilized,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
04-42,Low speed. Speedbrake up.,"Low speed, uh, speed breaks up.",no speed breaks up,no speed speed breaks up,no speed speedbrakes up,0.75,1,0,2,speedbrake->breaks,,speed | uh,0.5,2,0,0,low->no | speedbrake->breaks,,,0.75,2,0,1,low->speed | speedbrake->breaks,,no,0.5,2,0,0,low->no | speedbrake->speedbrakes,,,-0.25,Improvement,-0.25,Improvement,0.0,Same,-0.25,Improvement
04-43,Reversers normal. Autobrake Disarm.,"Reverse normal. Otterbeck, Disarm.",reverse normal other right this arm,reverse normal auto brake disarm,reverse normal auto brake disarm,0.5,2,0,0,reversers->reverse | autobrake->otterbeck,,,1.25,3,0,2,reversers->reverse | autobrake->this | disarm->arm,,other | right,0.75,2,0,1,reversers->reverse | autobrake->brake,,auto,0.75,2,0,1,reversers->reverse | autobrake->brake,,auto,0.75,Worsen,0.0,Same,0.25,Worsen,0.25,Worsen
04-44,60 knots.,60 oughts.,60 knots,16 odds,16 knots,0.5,1,0,0,knots->oughts,,,0.0,0,0,0,,,,1.0,2,0,0,60->16 | knots->odds,,,0.5,1,0,0,60->16,,,-0.5,Improvement,-0.5,Improvement,0.5,Worsen,0.0,Same
05-01,"Roger, I have control.","Roger, I have control.",roger i have control,roger i have control,roger i have control,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-02,"Roger, I am ready.","Roger, I am ready.",roger i am ready,roger i am ready,roger i am ready,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-03,You have control. VS check,You have control of. VS check.,you have control of es check,you have control of vs check,you have control vs check,0.2,0,0,1,,,of,0.4,1,0,1,vs->es,,of,0.2,0,0,1,,,of,0.0,0,0,0,,,,0.2,Worsen,-0.2,Improvement,0.0,Same,-0.2,Improvement
05-04,"Roger, Captain.","Roger, Captain.",roger captain,roger captain,roger captain,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-05,Tailwind is pretty strong. 10 knots later during the circling.,Take Witness. Pretty strong. 10 knots later during the circling.,tailwind is pretty strong 10 knots later during the circling,tailwind is pretty strong 10 knots later during the circling,tailwind is pretty strong 10 knots later during the circling,0.2,2,0,0,tailwind->take | is->witness,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.2,Improvement,0.0,Same,-0.2,Improvement,-0.2,Improvement
05-06,1000 to go.,1000 to go.,that ll do it,1000 to go,1000 to go,0.0,0,0,0,,,,1.3333333333333333,3,0,1,1000->ll | to->do | go->it,,that,0.0,0,0,0,,,,0.0,0,0,0,,,,1.3333333333333333,Worsen,0.0,Same,0.0,Same,0.0,Same
05-07,"Busan Tower, Singapore 616. Runway in sight.","Busan Tower, Singapore, 6/16. Runway-insight.",busan tower singapore 616 runway inside join us,busan tower singapore 616 runway in sight,busan tower singapore 616 runway in sight join,0.5714285714285714,4,0,0,616->6 | runway->16 | in->runway | sight->insight,,,0.42857142857142855,2,0,1,in->join | sight->us,,inside,0.0,0,0,0,,,,0.14285714285714285,0,0,1,,,join,-0.14285714285714285,Improvement,0.14285714285714285,Worsen,-0.5714285714285714,Improvement,-0.42857142857142855,Improvement
05-08,"Say again, Singapore 8616.","Say again, Singapore, 8616.",see you again singapore 8616,say again singapore 8616,say again singapore 8616,0.0,0,0,0,,,,0.5,1,0,1,say->you,,see,0.0,0,0,0,,,,0.0,0,0,0,,,,0.5,Worsen,0.0,Same,0.0,Same,0.0,Same
05-09,"Busan Tower, Singapore 616.","Busan Tower, Singapore, 616.",busan tower singapore 616,busan tower singapore 616,busan tower singapore 616,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-10,Visual Runway 18R. Joining downwind Runway 18R,"Visual Runway 1/8, right? Joining downwind. R18 right.",visual runway 18r joining downwind runway 18r,visual runway 18r joining danwin runway 18r,visual runway 18 right joining downwind runway 18 right,0.7142857142857143,3,0,2,18r->right | runway->r18 | 18r->right,,1 | 8,0.0,0,0,0,,,,0.14285714285714285,1,0,0,downwind->danwin,,,0.5714285714285714,2,0,2,18r->right | 18r->right,,18 | 18,-0.7142857142857143,Improvement,0.42857142857142855,Worsen,-0.5714285714285714,Improvement,-0.1428571428571429,Improvement
05-11,Thousand Seven. Alt Hold. ,1007. Alhol.,1007 i ll hold,2007 alt hold,1007 alt hold,1.0,2,2,0,alt->1007 | hold->alhol,thousand | seven,,0.75,3,0,0,thousand->1007 | seven->i | alt->ll,,,0.5,1,1,0,seven->2007,thousand,,0.5,1,1,0,seven->1007,thousand,,-0.25,Improvement,0.0,Same,-0.5,Improvement,-0.5,Improvement
05-12,Execute Confirm. Execute. ,"Execute, confirm, execute.",execute confirm execute,execute confirm execute,execute confirm execute,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-13,Route 2 Activated ,Bluetooth activated.,route 2 activated,route 2 activated,route 2 activated,0.6666666666666666,1,1,0,2->bluetooth,route,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.6666666666666666,Improvement,0.0,Same,-0.6666666666666666,Improvement,-0.6666666666666666,Improvement
05-14,Execute Confirm?,Execute confirm.,execute confirm,execute confirm,execute confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-15,Confirm.,Confirm.,confirm,confirm,confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-16,LNAV Available,Are available.,i ll never available,lnav available,lnav available,0.5,1,0,0,lnav->are,,,1.5,1,0,2,lnav->never,,i | ll,0.0,0,0,0,,,,0.0,0,0,0,,,,1.0,Worsen,0.0,Same,-0.5,Improvement,-0.5,Improvement
05-17,6000 feet check,6000 feet check,6000 feet check,6000 feet check,6000 feet check,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-18,Flaps 30.,Flights 30.,flap steady,flaps 30,flaps 30,0.5,1,0,0,flaps->flights,,,1.0,2,0,0,flaps->flap | 30->steady,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.5,Worsen,0.0,Same,-0.5,Improvement,-0.5,Improvement
05-19,VS -700 checked.,VS -700 checked.,vs 700 checked,vs minus 700 checked,vs minus 700 checked,0.0,0,0,0,,,,0.0,0,0,0,,,,0.3333333333333333,0,0,1,,,minus,0.3333333333333333,0,0,1,,,minus,0.0,Same,0.0,Same,0.3333333333333333,Worsen,0.3333333333333333,Worsen
05-20,Roger Landing checklist. Altimeters.,Roger Landing checklist. Altimeters.,roger landing checklist altimeters,roger landing checklist altimeters,roger landing checklist altimeters,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-21,Altimeters.,Altimeters.,altimeters,altimeters,altimeters,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-22,All below the line. Landing gear.,I'll be loading landing gear.,oh below the line landing gear,all below the line landing gear,all below the line landing gear,0.6666666666666666,4,0,0,all->i | below->ll | the->be | line->loading,,,0.16666666666666666,1,0,0,all->oh,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.5,Improvement,0.0,Same,-0.6666666666666666,Improvement,-0.6666666666666666,Improvement
05-23,And down down speedbrakes.,And down down speed brakes.,and down down speed brakes,and down down speed breaks,and down down speedbrakes,0.5,1,0,1,speedbrakes->brakes,,speed,0.5,1,0,1,speedbrakes->brakes,,speed,0.5,1,0,1,speedbrakes->breaks,,speed,0.0,0,0,0,,,,0.0,Same,-0.5,Improvement,0.0,Same,-0.5,Improvement
05-24,Flaps.,Flaps.,flips,flaps,flaps,0.0,0,0,0,,,,1.0,1,0,0,flaps->flips,,,0.0,0,0,0,,,,0.0,0,0,0,,,,1.0,Worsen,0.0,Same,0.0,Same,0.0,Same
05-25,30. Green light. ,Dirty green light.,30 green light,30 green light,30 green light,0.3333333333333333,1,0,0,30->dirty,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.3333333333333333,Improvement,0.0,Same,-0.3333333333333333,Improvement,-0.3333333333333333,Improvement
05-26,Landing Clearence. Obtain Runway 18R. ,On Lenkira's obtained runway 1 and right.,then clearance obtained runway 18r,landing clearance obtained runway 18r landing,landing clearance obtained runway 18r landing,1.4,4,0,3,landing->lenkira | clearence->s | obtain->obtained | 18r->right,,on | 1 | and,0.6,3,0,0,landing->then | clearence->clearance | obtain->obtained,,,0.6,2,0,1,clearence->clearance | obtain->obtained,,landing,0.6,2,0,1,clearence->clearance | obtain->obtained,,landing,-0.7999999999999999,Improvement,0.0,Same,-0.7999999999999999,Improvement,-0.7999999999999999,Improvement
05-27,Check,Check.,check,check,check,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-28,Roger,Roger,roger,roger,roger,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-29,Altitude 700.,Altitude 700.,altitude 700,altitude 700,altitude 700,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-30,Target,Target.,target,target,target,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-31,450,450,450,450,450,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-32,Different Runway. This is. ,different runway. This is,different runway this is one,different runway this is one,different runway this is one,0.0,0,0,0,,,,0.25,0,0,1,,,one,0.25,0,0,1,,,one,0.25,0,0,1,,,one,0.25,Worsen,0.0,Same,0.25,Worsen,0.25,Worsen
05-33,"Go around, ","Go a round, ",go around,go around,go around,1.0,1,0,1,around->round,,a,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-1.0,Improvement,0.0,Same,-1.0,Improvement,-1.0,Improvement
05-34,Roger I'm Ready.,"Roger, I'm ready.",roger i m ready,roger i am ready,o roger i m ready,0.0,0,0,0,,,,0.0,0,0,0,,,,0.25,1,0,0,m->am,,,0.25,0,0,1,,,o,0.0,Same,0.0,Same,0.25,Worsen,0.25,Worsen
05-35,VS check. You have control.,VS check you have control.,vs check you have control,vs check you have control,vs check you have control,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-36,Roger Captain.,Roger Captain.,roger captain,roger captain,roger captain,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-37,1000 to go.,1000 to go.,1000 to go,touch and to go,1000 to go,0.0,0,0,0,,,,0.0,0,0,0,,,,0.6666666666666666,1,0,1,1000->and,,touch,0.0,0,0,0,,,,0.0,Same,-0.6666666666666666,Improvement,0.6666666666666666,Worsen,0.0,Same
05-38,"Busan Tower, Singapore 616. Runway in sight,",Busan Tower Singapore 616 runway inside.,busan tower singapore 616 runway inside,busan tower singapore 616 runway inside,busan tower singapore 616 runway in sight,0.2857142857142857,1,1,0,sight->inside,in,,0.2857142857142857,1,1,0,sight->inside,in,,0.2857142857142857,1,1,0,sight->inside,in,,0.0,0,0,0,,,,0.0,Same,-0.2857142857142857,Improvement,0.0,Same,-0.2857142857142857,Improvement
05-39,Alt Hold.,Alcohol.,alt halt,alt hold,alt hold,1.0,1,1,0,hold->alcohol,alt,,0.5,1,0,0,hold->halt,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.5,Improvement,0.0,Same,-1.0,Improvement,-1.0,Improvement
05-40,Heading Sel. Alt Hold. Roger. Activate Route 2.,"Heading South, I'll hold. Roger. Activate Route 2.",heading cell i ll hold roger activate route 2,heading south i ll hold roger activate route 2,heading sel alt hold roger activate route 2,0.375,2,0,1,sel->i | alt->ll,,south,0.375,2,0,1,sel->i | alt->ll,,cell,0.375,2,0,1,sel->i | alt->ll,,south,0.0,0,0,0,,,,0.0,Same,-0.375,Improvement,0.0,Same,-0.375,Improvement
05-41,Execute Confirm,Execute confirm.,execute confirm,execute confirm,execute confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-42,Route 2 Activated ,roto activated.,rotu activated,route 2 activated,route 2 activated,0.6666666666666666,1,1,0,2->roto,route,,0.6666666666666666,1,1,0,2->rotu,route,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,-0.6666666666666666,Improvement,-0.6666666666666666,Improvement
05-43,Roger.,Roger.,roger,roger,roger,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-44,Execute Confirm.,Execute confirm.,execute confirm,execute confirm,execute confirm,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-45,6000 checked.,6000 checked.,6000 checked,6000 checked,6000 checked,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-46,Flaps 30.,Flap 30.,flaps 30,flaps 30,flaps 30,0.5,1,0,0,flaps->flap,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,-0.5,Improvement,0.0,Same,-0.5,Improvement,-0.5,Improvement
05-47,Flaps at 30.,Flaps at 30.,flaps at 30,flaps at 30,flaps at 30,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-48,Landing checklist below the line. Landing gear.,Anicheva is below the line. Landing gear.,and it s below the line landing gear,landing surface below the line landing gear,landing surface below the line landing gear,0.2857142857142857,2,0,0,landing->anicheva | checklist->is,,,0.42857142857142855,2,0,1,landing->it | checklist->s,,and,0.14285714285714285,1,0,0,checklist->surface,,,0.14285714285714285,1,0,0,checklist->surface,,,0.14285714285714285,Worsen,0.0,Same,-0.14285714285714285,Improvement,-0.14285714285714285,Improvement
05-49,Down speedbreaks.,Down speed brakes.,down speed brakes,down speed breaks,down speedbrakes,1.0,1,0,1,speedbreaks->brakes,,speed,1.0,1,0,1,speedbreaks->brakes,,speed,1.0,1,0,1,speedbreaks->breaks,,speed,0.5,1,0,0,speedbreaks->speedbrakes,,,0.0,Same,-0.5,Improvement,0.0,Same,-0.5,Improvement
05-50,VS -700 check. Speedbreaks armed. Flaps.,Yes -700 check. Speedwag's arms flaps.,vs minus 700 check speed brakes armed flaps,ves minus 700 check speedbrakes armed flaps,vs minus 700 check speedbrakes armed flaps,0.6666666666666666,3,0,1,vs->yes | speedbreaks->s | armed->arms,,speedwag,0.5,1,0,2,speedbreaks->brakes,,minus | speed,0.5,2,0,1,vs->minus | speedbreaks->speedbrakes,,ves,0.3333333333333333,1,0,1,speedbreaks->speedbrakes,,minus,-0.16666666666666663,Improvement,-0.16666666666666669,Improvement,-0.16666666666666663,Improvement,-0.3333333333333333,Improvement
05-51,30. green light. exterior lights On.,30 green light exterior lights On,30 green light exterior lights on,30 green light exterior lights on,30 green light exterior lights on,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
05-52,Roger.,Roger,roger,roger,roger,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,0,0,0,,,,0.0,Same,0.0,Same,0.0,Same,0.0,Same
