utt_id,prev_wer,next_wer,delta_wer,comparison,ref,prev_text,next_text
07-39,0.0,0.6666666666666666,0.6666666666666666,Worsen,Route 2 activated.,Route 2 activated.,root to activated
07-40,0.6666666666666666,1.3333333333333333,0.6666666666666666,Worsen,Direct to AB18R.,Direct to a beam.,direct to a beam 1a ride
07-41,0.0,0.0,0.0,Same,Confirm.,Confirm.,confirm
07-42,2.5,2.0,-0.5,Improvement,Direct AB18R.,Direct a beam 1/8 right.,direct a beam 18 right
07-43,0.0,0.0,0.0,Same,Check.,Check.,check
07-44,0.0,0.0,0.0,Same,Flaps 30.,Flaps 30.,flaps 30
07-45,0.5,0.5,0.0,Same,Cap. LNAV is available.,Caplanv is available.,caplnav is available
07-46,1.0,0.7142857142857143,-0.2857142857142857,Improvement,Landing checklist below the line. Landing Gear.,I didn't check this build align landing gear.,i didn t check this below the line landing gear
07-47,0.5,1.0,0.5,Worsen,Down. Speedbrakes.,Down speed.,down speed brakes
07-48,0.0,0.0,0.0,Same,Flaps.,Flaps.,flaps
07-49,0.0,0.0,0.0,Same,VS 700 is checked.,VS 700 is checked.,vs 700 is checked
07-50,0.3333333333333333,0.0,-0.3333333333333333,Improvement,On. Landing clearance.,On. Lending clearance.,on landing clearance
07-51,0.0,0.0,0.0,Same,Flight directors.,Flight directors.,flight directors
07-52,0.0,0.0,0.0,Same,Cycling FDs.,Cycling FDS.,cycling fds
07-53,0.09090909090909091,0.18181818181818182,0.09090909090909091,Worsen,4 whites on the PAPI. You are a bit high Captain.,4 whites on the puppy. You are a bit high captain.,4 whites on the puppy you re a bit high captain
07-54,0.2857142857142857,0.8571428571428571,0.5714285714285714,Worsen,2 Reds 2 Whites on the PAPI. ,"Two Reds, 2 whites on the puppy",two reds two whites on the puppy you re on
07-55,0.0,0.0,0.0,Same,Stabilized.,Stabilized.,stabilized
07-56,0.8,0.8,0.0,Same,Speedbrake up and reversers normal.,Speak back up and reverse as normal.,speak back up and reverse as normal
07-57,2.5,2.5,0.0,Same,Autobrake disarmed.,How to break this arm?,how to break this arm
07-58,0.0,0.0,0.0,Same,60 knots.,60 knots.,60 knots
